Date,Predicted_Price
2026-06-06 18:31:15.816762696,78288.43167119782
2026-06-06 19:31:05.544022160,78343.4126578162
2026-06-06 20:30:55.271281625,78398.07647382893
2026-06-06 21:30:44.998541089,78452.42528511187
2026-06-06 22:30:34.725800554,78506.46124275065
2026-06-06 23:30:24.453060018,78560.18648314172
2026-06-07 00:30:14.180319482,78613.60312809263
2026-06-07 01:30:03.907578947,78666.71328492161
2026-06-07 02:29:53.634838411,78719.51904655663
2026-06-07 03:29:43.362097876,78772.02249163354
2026-06-07 04:29:33.089357340,78824.22568459377
2026-06-07 05:29:22.816616805,78876.13067578118
2026-06-07 06:29:12.543876269,78927.73950153838
2026-06-07 07:29:02.271135734,78979.05418430232
2026-06-07 08:28:51.998395198,79030.07673269925
2026-06-07 09:28:41.725654662,79080.80914163905
2026-06-07 10:28:31.452914127,79131.25339240885
2026-06-07 11:28:21.180173591,79181.4114527661
2026-06-07 12:28:10.907433056,79231.28527703094
2026-06-07 13:28:00.634692520,79280.87680617796
2026-06-07 14:27:50.361951985,79330.18796792733
2026-06-07 15:27:40.089211449,79379.22067683535
2026-06-07 16:27:29.816470914,79427.97683438429
2026-06-07 17:27:19.543730378,79476.45832907168
2026-06-07 18:27:09.270989843,79524.66703649903
2026-06-07 19:26:58.998249307,79572.6048194598
2026-06-07 20:26:48.725508771,79620.27352802696
2026-06-07 21:26:38.452768236,79667.67499963977
2026-06-07 22:26:28.180027700,79714.81105919016
2026-06-07 23:26:17.907287165,79761.68351910828
2026-06-08 00:26:07.634546629,79808.29417944768
2026-06-08 01:25:57.361806094,79854.64482796982
2026-06-08 02:25:47.089065558,79900.73724022802
2026-06-08 03:25:36.816325023,79946.57317965076
2026-06-08 04:25:26.543584487,79992.15439762456
2026-06-08 05:25:16.270843951,80037.48263357616
2026-06-08 06:25:05.998103416,80082.55961505423
2026-06-08 07:24:55.725362880,80127.38705781041
2026-06-08 08:24:45.452622345,80171.96666587997
2026-06-08 09:24:35.179881809,80216.30013166173
2026-06-08 10:24:24.907141274,80260.38913599757
2026-06-08 11:24:14.634400738,80304.23534825134
2026-06-08 12:24:04.361660203,80347.84042638724
2026-06-08 13:23:54.088919667,80391.20601704763
2026-06-08 14:23:43.816179132,80434.33375563042
2026-06-08 15:23:33.543438596,80477.22526636579
2026-06-08 16:23:23.270698061,80519.88216239246
2026-06-08 17:23:12.997957525,80562.30604583347
2026-06-08 18:23:02.725216989,80604.49850787135
2026-06-08 19:22:52.452476454,80646.46112882289
2026-06-08 20:22:42.179735918,80688.19547821328
2026-06-08 21:22:31.906995383,80729.70311484984
2026-06-08 22:22:21.634254847,80770.98558689519
2026-06-08 23:22:11.361514312,80812.04443193997
2026-06-09 00:22:01.088773776,80852.88117707499
2026-06-09 01:21:50.816033241,80893.49733896296
2026-06-09 02:21:40.543292705,80933.8944239097
2026-06-09 03:21:30.270552169,80974.07392793486
2026-06-09 04:21:19.997811634,81014.03733684214
2026-06-09 05:21:09.725071098,81053.78612628908
2026-06-09 06:20:59.452330563,81093.32176185634
2026-06-09 07:20:49.179590027,81132.64569911652
2026-06-09 08:20:38.906849492,81171.75938370248
2026-06-09 09:20:28.634108956,81210.66425137522
2026-06-09 10:20:18.361368421,81249.36172809132
2026-06-09 11:20:08.088627885,81287.85323006986
2026-06-09 12:19:57.815887349,81326.14016385892
2026-06-09 13:19:47.543146814,81364.22392640164
2026-06-09 14:19:37.270406278,81402.10590510181
2026-06-09 15:19:26.997665743,81439.78747788898
2026-06-09 16:19:16.724925207,81477.27001328318
2026-06-09 17:19:06.452184672,81514.55487045918
2026-06-09 18:18:56.179444136,81551.64339931027
2026-06-09 19:18:45.906703601,81588.5369405117
2026-06-09 20:18:35.633963065,81625.23682558358
2026-06-09 21:18:25.361222530,81661.74437695341
2026-06-09 22:18:15.088481994,81698.0609080182
2026-06-09 23:18:04.815741458,81734.1877232061
2026-06-10 00:17:54.543000923,81770.12611803763
2026-06-10 01:17:44.270260387,81805.87737918658
2026-06-10 02:17:33.997519852,81841.44278454036
2026-06-10 03:17:23.724779316,81876.82360326
2026-06-10 04:17:13.452038781,81912.02109583978
2026-06-10 05:17:03.179298245,81947.03651416641
2026-06-10 06:16:52.906557710,81981.87110157777
2026-06-10 07:16:42.633817174,82016.52609292127
2026-06-10 08:16:32.361076638,82051.00271461192
2026-06-10 09:16:22.088336103,82085.30218468985
2026-06-10 10:16:11.815595567,82119.42571287749
2026-06-10 11:16:01.542855032,82153.3745006364
2026-06-10 12:15:51.270114496,82187.14974122368
2026-06-10 13:15:40.997373961,82220.75261974797
2026-06-10 14:15:30.724633425,82254.18431322512
2026-06-10 15:15:20.451892890,82287.44599063345
2026-06-10 16:15:10.179152354,82320.53881296862
2026-06-10 17:14:59.906411819,82353.46393329813
2026-06-10 18:14:49.633671283,82386.22249681554
2026-06-10 19:14:39.360930747,82418.81564089411
2026-06-10 20:14:29.088190212,82451.24449514036
2026-06-10 21:14:18.815449676,82483.51018144692
2026-06-10 22:14:08.542709141,82515.61381404537
2026-06-10 23:13:58.269968605,82547.55649955847
2026-06-11 00:13:47.997228070,82579.33933705215
2026-06-11 01:13:37.724487534,82610.96341808709
2026-06-11 02:13:27.451746999,82642.42982677
2026-06-11 03:13:17.179006463,82673.73963980451
2026-06-11 04:13:06.906265928,82704.89392654168
2026-06-11 05:12:56.633525392,82735.8937490303
2026-06-11 06:12:46.360784856,82766.7401620667
2026-06-11 07:12:36.088044321,82797.43421324423
2026-06-11 08:12:25.815303785,82827.97694300253
2026-06-11 09:12:15.542563250,82858.36938467638
2026-06-11 10:12:05.269822714,82888.61256454412
2026-06-11 11:11:54.997082179,82918.70750187595
2026-06-11 12:11:44.724341643,82948.65520898171
2026-06-11 13:11:34.451601108,82978.45669125846
2026-06-11 14:11:24.178860572,83008.11294723762
2026-06-11 15:11:13.906120037,83037.62496863196
2026-06-11 16:11:03.633379501,83066.99374038207
2026-06-11 17:10:53.360638965,83096.22024070262
2026-06-11 18:10:43.087898430,83125.30544112834
2026-06-11 19:10:32.815157894,83154.25030655957
2026-06-11 20:10:22.542417359,83183.0557953076
2026-06-11 21:10:12.269676823,83211.7228591397
2026-06-11 22:10:01.996936288,83240.25244332373
2026-06-11 23:09:51.724195752,83268.64548667257
2026-06-12 00:09:41.451455217,83296.90292158819
2026-06-12 01:09:31.178714681,83325.02567410542
2026-06-12 02:09:20.905974145,83353.01466393544
2026-06-12 03:09:10.633233610,83380.87080450897
2026-06-12 04:09:00.360493074,83408.59500301915
2026-06-12 05:08:50.087752539,83436.18816046412
2026-06-12 06:08:39.815012003,83463.65117168936
2026-06-12 07:08:29.542271468,83490.98492542966
2026-06-12 08:08:19.269530932,83518.19030435086
2026-06-12 09:08:08.996790397,83545.26818509137
2026-06-12 10:07:58.724049861,83572.21943830316
2026-06-12 11:07:48.451309325,83599.04492869283
2026-06-12 12:07:38.178568790,83625.7455150621
2026-06-12 13:07:27.905828254,83652.32205034813
2026-06-12 14:07:17.633087719,83678.77538166363
2026-06-12 15:07:07.360347183,83705.10635033654
2026-06-12 16:06:57.087606648,83731.31579194967
2026-06-12 17:06:46.814866112,83757.40453637979
2026-06-12 18:06:36.542125577,83783.37340783667
2026-06-12 19:06:26.269385041,83809.22322490177
2026-06-12 20:06:15.996644506,83834.95480056667
2026-06-12 21:06:05.723903970,83860.56894227125
2026-06-12 22:05:55.451163434,83886.06645194157
2026-06-12 23:05:45.178422899,83911.44812602758
2026-06-13 00:05:34.905682363,83936.71475554044
2026-06-13 01:05:24.632941828,83961.86712608972
2026-06-13 02:05:14.360201292,83986.90601792028
2026-06-13 03:05:04.087460757,84011.83220594887
2026-06-13 04:04:53.814720221,84036.64645980053
2026-06-13 05:04:43.541979686,84061.34954384473
2026-06-13 06:04:33.269239150,84085.94221723128
2026-06-13 07:04:22.996498614,84110.42523392594
2026-06-13 08:04:12.723758079,84134.79934274583
2026-06-13 09:04:02.451017543,84159.0652873946
2026-06-13 10:03:52.178277008,84183.22380649732
2026-06-13 11:03:41.905536472,84207.27563363522
2026-06-13 12:03:31.632795937,84231.22149738004
2026-06-13 13:03:21.360055401,84255.06212132836
2026-06-13 14:03:11.087314866,84278.79822413545
2026-06-13 15:03:00.814574330,84302.43051954909
2026-06-13 16:02:50.541833795,84325.95971644306
2026-06-13 17:02:40.269093259,84349.38651885044
2026-06-13 18:02:29.996352723,84372.71162599663
2026-06-13 19:02:19.723612188,84395.93573233219
2026-06-13 20:02:09.450871652,84419.05952756549
2026-06-13 21:01:59.178131117,84442.08369669504
2026-06-13 22:01:48.905390581,84465.00892004168
2026-06-13 23:01:38.632650046,84487.8358732805
2026-06-14 00:01:28.359909510,84510.56522747262
2026-06-14 01:01:18.087168975,84533.1976490966
2026-06-14 02:01:07.814428439,84555.73380007983
2026-06-14 03:00:57.541687903,84578.17433782957
2026-06-14 04:00:47.268947368,84600.5199152638
2026-06-14 05:00:36.996206832,84622.77118084188
2026-06-14 06:00:26.723466297,84644.92877859507
2026-06-14 07:00:16.450725761,84666.99334815665
2026-06-14 08:00:06.177985226,84688.96552479202
2026-06-14 08:59:55.905244690,84710.84593942852
2026-06-14 09:59:45.632504155,84732.63521868504
2026-06-14 10:59:35.359763619,84754.33398490149
2026-06-14 11:59:25.087023084,84775.94285616794
2026-06-14 12:59:14.814282548,84797.46244635372
2026-06-14 13:59:04.541542013,84818.89336513617
2026-06-14 14:58:54.268801477,84840.23621802933
2026-06-14 15:58:43.996060941,84861.49160641231
2026-06-14 16:58:33.723320406,84882.6601275576
2026-06-14 17:58:23.450579870,84903.74237465902
2026-06-14 18:58:13.177839335,84924.73893685968
2026-06-14 19:58:02.905098799,84945.65039927955
2026-06-14 20:57:52.632358264,84966.47734304298
2026-06-14 21:57:42.359617728,84987.22034530595
2026-06-14 22:57:32.086877193,85007.8799792832
2026-06-14 23:57:21.814136657,85028.45681427517
2026-06-15 00:57:11.541396122,85048.95141569464
2026-06-15 01:57:01.268655586,85069.36434509337
2026-06-15 02:56:50.995915050,85089.69616018842
2026-06-15 03:56:40.723174515,85109.94741488835
2026-06-15 04:56:30.450433979,85130.1186593192
2026-06-15 05:56:20.177693444,85150.21043985036
2026-06-15 06:56:09.904952908,85170.2232991202
2026-06-15 07:55:59.632212373,85190.15777606158
2026-06-15 08:55:49.359471837,85210.01440592707
2026-06-15 09:55:39.086731301,85229.7937203142
2026-06-15 10:55:28.813990766,85249.49624719033
2026-06-15 11:55:18.541250230,85269.12251091744
2026-06-15 12:55:08.268509695,85288.67303227683
2026-06-15 13:54:57.995769159,85308.14832849348
2026-06-15 14:54:47.723028624,85327.5489132604
2026-06-15 15:54:37.450288088,85346.87529676271
2026-06-15 16:54:27.177547553,85366.1279857016
2026-06-15 17:54:16.904807017,85385.30748331816
2026-06-15 18:54:06.632066482,85404.41428941693
2026-06-15 19:53:56.359325946,85423.44890038947
2026-06-15 20:53:46.086585410,85442.41180923757
2026-06-15 21:53:35.813844875,85461.30350559646
2026-06-15 22:53:25.541104339,85480.12447575775
2026-06-15 23:53:15.268363804,85498.87520269233
2026-06-16 00:53:04.995623268,85517.55616607299
2026-06-16 01:52:54.722882733,85536.16784229693
2026-06-16 02:52:44.450142197,85554.7107045082
2026-06-16 03:52:34.177401662,85573.18522261984
2026-06-16 04:52:23.904661126,85591.59186333601
2026-06-16 05:52:13.631920591,85609.93109017384
2026-06-16 06:52:03.359180055,85628.20336348523
2026-06-16 07:51:53.086439520,85646.40914047846
2026-06-16 08:51:42.813698984,85664.54887523963
2026-06-16 09:51:32.540958448,85682.62301875405
2026-06-16 10:51:22.268217913,85700.63201892732
2026-06-16 11:51:11.995477377,85718.57632060644
2026-06-16 12:51:01.722736842,85736.45636560066
2026-06-16 13:50:51.449996306,85754.27259270224
2026-06-16 14:50:41.177255771,85772.025437707
2026-06-16 15:50:30.904515235,85789.71533343484
2026-06-16 16:50:20.631774699,85807.34270975007
2026-06-16 17:50:10.359034164,85824.90799358155
2026-06-16 18:50:00.086293628,85842.41160894277
2026-06-16 19:49:49.813553093,85859.85397695171
2026-06-16 20:49:39.540812557,85877.23551585065
2026-06-16 21:49:29.268072022,85894.55664102585
2026-06-16 22:49:18.995331486,85911.81776502694
2026-06-16 23:49:08.722590951,85929.01929758639
2026-06-17 00:48:58.449850415,85946.16164563871
2026-06-17 01:48:48.177109880,85963.24521333956
2026-06-17 02:48:37.904369344,85980.27040208472
2026-06-17 03:48:27.631628808,85997.23761052896
2026-06-17 04:48:17.358888273,86014.14723460471
2026-06-17 05:48:07.086147737,86030.9996675407
2026-06-17 06:47:56.813407202,86047.7952998804
2026-06-17 07:47:46.540666666,86064.53451950035
2026-06-17 08:47:36.267926131,86081.21771162839
2026-06-17 09:47:25.995185595,86097.84525886174
2026-06-17 10:47:15.722445060,86114.41754118496
2026-06-17 11:47:05.449704524,86130.9349359878
2026-06-17 12:46:55.176963989,86147.3978180829
2026-06-17 13:46:44.904223453,86163.80655972342
2026-06-17 14:46:34.631482917,86180.16153062049
2026-06-17 15:46:24.358742382,86196.46309796057
2026-06-17 16:46:14.086001846,86212.71162642274
2026-06-17 17:46:03.813261311,86228.90747819572
2026-06-17 18:45:53.540520775,86245.05101299495
2026-06-17 19:45:43.267780240,86261.14258807951
2026-06-17 20:45:32.995039704,86277.18255826882
2026-06-17 21:45:22.722299169,86293.17127595932
2026-06-17 22:45:12.449558633,86309.10909114104
2026-06-17 23:45:02.176818098,86324.99635141403
2026-06-18 00:44:51.904077562,86340.83340200463
2026-06-18 01:44:41.631337026,86356.62058578177
2026-06-18 02:44:31.358596491,86372.35824327299
2026-06-18 03:44:21.085855955,86388.04671268044
2026-06-18 04:44:10.813115420,86403.68632989682
2026-06-18 05:44:00.540374884,86419.27742852106
2026-06-18 06:43:50.267634349,86434.82033987407
2026-06-18 07:43:39.994893813,86450.31539301421
2026-06-18 08:43:29.722153277,86465.76291475284
2026-06-18 09:43:19.449412742,86481.16322966953
2026-06-18 10:43:09.176672206,86496.51666012747
2026-06-18 11:42:58.903931671,86511.82352628847
2026-06-18 12:42:48.631191135,86527.08414612804
2026-06-18 13:42:38.358450600,86542.2988354503
2026-06-18 14:42:28.085710064,86557.46790790287
2026-06-18 15:42:17.812969529,86572.59167499153
2026-06-18 16:42:07.540228993,86587.67044609485
2026-06-18 17:41:57.267488458,86602.70452847876
2026-06-18 18:41:46.994747922,86617.69422731095
2026-06-18 19:41:36.722007386,86632.63984567516
2026-06-18 20:41:26.449266851,86647.54168458552
2026-06-18 21:41:16.176526315,86662.40004300055
2026-06-18 22:41:05.903785780,86677.21521783729
2026-06-18 23:40:55.631045244,86691.98750398519
2026-06-19 00:40:45.358304709,86706.71719432
2026-06-19 01:40:35.085564173,86721.40457971746
2026-06-19 02:40:24.812823638,86736.04994906705
2026-06-19 03:40:14.540083102,86750.65358928544
2026-06-19 04:40:04.267342567,86765.21578533009
2026-06-19 05:39:53.994602031,86779.73682021248
2026-06-19 06:39:43.721861495,86794.21697501154
2026-06-19 07:39:33.449120960,86808.65652888676
2026-06-19 08:39:23.176380424,86823.05575909131
2026-06-19 09:39:12.903639889,86837.4149409851
2026-06-19 10:39:02.630899353,86851.73434804767
2026-06-19 11:38:52.358158818,86866.01425189103
2026-06-19 12:38:42.085418282,86880.2549222724
2026-06-19 13:38:31.812677746,86894.45662710695
2026-06-19 14:38:21.539937211,86908.61963248027
2026-06-19 15:38:11.267196675,86922.74420266096
2026-06-19 16:38:00.994456140,86936.830600113
2026-06-19 17:37:50.721715605,86950.87908550804
2026-06-19 18:37:40.448975069,86964.8899177377
2026-06-19 19:37:30.176234533,86978.86335392568
2026-06-19 20:37:19.903493998,86992.79964943987
2026-06-19 21:37:09.630753462,87006.69905790429
2026-06-19 22:36:59.358012927,87020.56183121105
2026-06-19 23:36:49.085272391,87034.38821953212
2026-06-20 00:36:38.812531856,87048.17847133118
2026-06-20 01:36:28.539791320,87061.93283337513
2026-06-20 02:36:18.267050784,87075.65155074584
2026-06-20 03:36:07.994310249,87089.33486685151
2026-06-20 04:35:57.721569713,87102.98302343822
2026-06-20 05:35:47.448829178,87116.5962606012
2026-06-20 06:35:37.176088642,87130.17481679616
2026-06-20 07:35:26.903348107,87143.71892885043
2026-06-20 08:35:16.630607571,87157.2288319741
2026-06-20 09:35:06.357867036,87170.70475977112
2026-06-20 10:34:56.085126500,87184.14694425017
2026-06-20 11:34:45.812385965,87197.55561583563
2026-06-20 12:34:35.539645429,87210.93100337837
2026-06-20 13:34:25.266904893,87224.27333416649
2026-06-20 14:34:14.994164358,87237.58283393597
2026-06-20 15:34:04.721423822,87250.85972688136
2026-06-20 16:33:54.448683287,87264.1042356662
2026-06-20 17:33:44.175942751,87277.31658143351
2026-06-20 18:33:33.903202216,87290.4969838162
2026-06-20 19:33:23.630461680,87303.6456609474
2026-06-20 20:33:13.357721145,87316.76282947058
2026-06-20 21:33:03.084980609,87329.84870454988
2026-06-20 22:32:52.812240074,87342.90349988012
2026-06-20 23:32:42.539499538,87355.92742769685
2026-06-21 00:32:32.266759002,87368.9206987863
2026-06-21 01:32:21.994018467,87381.88352249534
2026-06-21 02:32:11.721277931,87394.81610674121
2026-06-21 03:32:01.448537396,87407.7186580214
2026-06-21 04:31:51.175796860,87420.59138142323
2026-06-21 05:31:40.903056325,87433.43448063354
2026-06-21 06:31:30.630315789,87446.24815794827
2026-06-21 07:31:20.357575253,87459.03261428191
2026-06-21 08:31:10.084834718,87471.78804917696
2026-06-21 09:30:59.812094182,87484.5146608133
2026-06-21 10:30:49.539353647,87497.2126460175
2026-06-21 11:30:39.266613111,87509.88220027206
2026-06-21 12:30:28.993872576,87522.52351772453
2026-06-21 13:30:18.721132040,87535.13679119674
2026-06-21 14:30:08.448391505,87547.72221219374
2026-06-21 15:29:58.175650969,87560.27997091287
2026-06-21 16:29:47.902910434,87572.81025625268
2026-06-21 17:29:37.630169898,87585.31325582173
2026-06-21 18:29:27.357429362,87597.7891559475
2026-06-21 19:29:17.084688827,87610.23814168503
2026-06-21 20:29:06.811948291,87622.66039682571
2026-06-21 21:28:56.539207756,87635.05610390587
2026-06-21 22:28:46.266467220,87647.42544421532
2026-06-21 23:28:35.993726685,87659.7685978059
2026-06-22 00:28:25.720986149,87672.08574349993
2026-06-22 01:28:15.448245614,87684.37705889861
2026-06-22 02:28:05.175505078,87696.64272039031
2026-06-22 03:27:54.902764543,87708.88290315893
2026-06-22 04:27:44.630024007,87721.09778119203
2026-06-22 05:27:34.357283471,87733.28752728913
2026-06-22 06:27:24.084542936,87745.45231306968
2026-06-22 07:27:13.811802400,87757.59230898123
2026-06-22 08:27:03.539061865,87769.70768430736
2026-06-22 09:26:53.266321329,87781.79860717566
2026-06-22 10:26:42.993580794,87793.86524456563
2026-06-22 11:26:32.720840258,87805.90776231652
2026-06-22 12:26:22.448099722,87817.92632513508
2026-06-22 13:26:12.175359187,87829.92109660333
2026-06-22 14:26:01.902618651,87841.89223918623
2026-06-22 15:25:51.629878116,87853.83991423932
2026-06-22 16:25:41.357137580,87865.76428201627
2026-06-22 17:25:31.084397045,87877.66550167644
2026-06-22 18:25:20.811656509,87889.54373129232
2026-06-22 19:25:10.538915974,87901.39912785696
2026-06-22 20:25:00.266175438,87913.23184729133
2026-06-22 21:24:49.993434903,87925.04204445172
2026-06-22 22:24:39.720694367,87936.82987313687
2026-06-22 23:24:29.447953831,87948.59548609529
2026-06-23 00:24:19.175213296,87960.33903503243
2026-06-23 01:24:08.902472760,87972.06067061778
2026-06-23 02:23:58.629732225,87983.76054249192
2026-06-23 03:23:48.356991689,87995.4387992736
2026-06-23 04:23:38.084251154,88007.09558856668
2026-06-23 05:23:27.811510618,88018.73105696708
2026-06-23 06:23:17.538770083,88030.34535006965
2026-06-23 07:23:07.266029547,88041.938612475
2026-06-23 08:22:56.993289012,88053.51098779633
2026-06-23 09:22:46.720548476,88065.0626186661
2026-06-23 10:22:36.447807941,88076.59364674281
2026-06-23 11:22:26.175067405,88088.10421271759
2026-06-23 12:22:15.902326869,88099.59445632083
2026-06-23 13:22:05.629586334,88111.06451632874
2026-06-23 14:21:55.356845798,88122.51453056985
2026-06-23 15:21:45.084105263,88133.9446359315
2026-06-23 16:21:34.811364727,88145.35496836629
2026-06-23 17:21:24.538624192,88156.74566289838
2026-06-23 18:21:14.265883656,88168.11685362994
2026-06-23 19:21:03.993143121,88179.46867374735
2026-06-23 20:20:53.720402585,88190.80125552753
2026-06-23 21:20:43.447662050,88202.11473034411
2026-06-23 22:20:33.174921514,88213.40922867357
2026-06-23 23:20:22.902180978,88224.68488010141
2026-06-24 00:20:12.629440443,88235.94181332827
2026-06-24 01:20:02.356699907,88247.18015617588
2026-06-24 02:19:52.083959372,88258.4000355931
2026-06-24 03:19:41.811218836,88269.60157766195
2026-06-24 04:19:31.538478301,88280.78490760339
2026-06-24 05:19:21.265737765,88291.95014978333
2026-06-24 06:19:10.992997229,88303.0974277184
2026-06-24 07:19:00.720256694,88314.22686408178
2026-06-24 08:18:50.447516158,88325.33858070894
2026-06-24 09:18:40.174775623,88336.43269860336
2026-06-24 10:18:29.902035087,88347.50933794222
2026-06-24 11:18:19.629294552,88358.56861808205
2026-06-24 12:18:09.356554016,88369.61065756432
2026-06-24 13:17:59.083813481,88380.63557412101
2026-06-24 14:17:48.811072945,88391.64348468016
2026-06-24 15:17:38.538332410,88402.63450537129
2026-06-24 16:17:28.265591874,88413.60875153093
2026-06-24 17:17:17.992851338,88424.56633770803
2026-06-24 18:17:07.720110803,88435.50737766929
2026-06-24 19:16:57.447370267,88446.43198440451
2026-06-24 20:16:47.174629732,88457.34027013193
2026-06-24 21:16:36.901889196,88468.2323463035
2026-06-24 22:16:26.629148661,88479.10832361005
2026-06-24 23:16:16.356408125,88489.96831198658
2026-06-25 00:16:06.083667590,88500.81242061734
2026-06-25 01:15:55.810927054,88511.640757941
2026-06-25 02:15:45.538186519,88522.45343165573
2026-06-25 03:15:35.265445983,88533.25054872425
2026-06-25 04:15:24.992705447,88544.03221537887
2026-06-25 05:15:14.719964912,88554.79853712647
2026-06-25 06:15:04.447224376,88565.54961875342
2026-06-25 07:14:54.174483841,88576.28556433055
2026-06-25 08:14:43.901743305,88587.00647721805
2026-06-25 09:14:33.629002770,88597.71246007024
2026-06-25 10:14:23.356262234,88608.40361484046
2026-06-25 11:14:13.083521698,88619.08004278583
2026-06-25 12:14:02.810781163,88629.74184447205
2026-06-25 13:13:52.538040628,88640.38911977803
